patch_index,row,col,posthoc_state,representative_number,uncertainty,anomaly_probability,primary_anomaly_probability,reference_anomaly_probability,prediction_disagreement,source_reliability,update_gate,gt_lesion_fraction,transition_self_weight,transition_nonself_weight,top_source_patch,top_source_weight
12,0,12,stable_normal,,0.0778457522392273,0.020798340439796448,0.027053572237491608,0.02162068523466587,0.005432887002825737,0.9221542477607727,0.21594958007335663,0.0,0.1531258225440979,0.8468741774559021,12,0.1531258225440979
13,0,13,stable_normal,,0.014404922723770142,0.04348214343190193,0.027744397521018982,0.06571456789970398,0.037970170378685,0.9855951070785522,0.1966838389635086,0.0,0.2235325425863266,0.7764674425125122,13,0.2235325425863266
14,0,14,lesion_candidate_preserved,,0.019406557083129883,0.09263432770967484,0.09930992126464844,0.09083729237318039,0.008472628891468048,0.9805934429168701,0.1878228336572647,0.0,0.23668579757213593,0.7633141875267029,14,0.23668579757213593
15,0,15,lesion_candidate_preserved,,0.0963069498538971,0.09416711330413818,0.11438130587339401,0.09693542122840881,0.0174458846449852,0.9036930799484253,0.20434895157814026,0.0,0.22310729324817657,0.7768927216529846,15,0.22310729324817657
16,0,16,lesion_candidate_preserved,,0.0630950927734375,0.10490424185991287,0.10139218717813492,0.11890413612127304,0.017511948943138123,0.9369049072265625,0.19474343955516815,0.0,0.2294931262731552,0.7705068588256836,16,0.2294931262731552
17,0,17,stable_normal,,0.0010202229022979736,0.08031214773654938,0.08874541521072388,0.07277825474739075,0.01596716046333313,0.9989798069000244,0.18637707829475403,0.0,0.2148618847131729,0.7851381301879883,17,0.2148618847131729
18,0,18,stable_normal,,0.04134005308151245,0.03476870805025101,0.026326503604650497,0.05300993099808693,0.026683427393436432,0.9586599469184875,0.2045063078403473,0.0,0.22009189426898956,0.7799081206321716,18,0.22009189426898956
19,0,19,noise_sensitive_normal,,0.11511236429214478,0.02621448040008545,0.02704540081322193,0.03974571079015732,0.012700309976935387,0.8848876357078552,0.22362136840820312,0.0,0.27367186546325684,0.7263281345367432,19,0.27367186546325684
20,0,20,lesion_candidate_preserved,,0.033597588539123535,0.0873505026102066,0.10589191317558289,0.0786455050110817,0.02724640816450119,0.9664024114608765,0.19191527366638184,0.0,0.2047112137079239,0.7952888011932373,20,0.2047112137079239
21,0,21,noise_sensitive_normal,,0.18140369653701782,0.029417235404253006,0.056840930134058,0.023297494277358055,0.03354343771934509,0.8185963034629822,0.23926396667957306,0.0,0.21829064190387726,0.7817093729972839,21,0.21829064190387726
22,0,22,pseudo_anomaly_risk,,0.14750540256500244,0.07126469910144806,0.06320157647132874,0.1031569391489029,0.03995536267757416,0.8524945974349976,0.2212596833705902,0.0,0.20055735111236572,0.7994426488876343,22,0.20055735111236572
23,0,23,stable_normal,,0.0011323392391204834,0.0777553990483284,0.08480405807495117,0.07142584025859833,0.013378217816352844,0.9988676309585571,0.18690627813339233,0.0,0.2023729681968689,0.7976270318031311,23,0.2023729681968689
24,0,24,stable_normal,,0.002663165330886841,0.07773606479167938,0.08644811809062958,0.07016126811504364,0.016286849975585938,0.9973368644714355,0.18723365664482117,0.0,0.17321015894412994,0.8267898559570312,24,0.17321015894412994
25,0,25,noise_sensitive_normal,,0.23449501395225525,0.03239903599023819,0.030083468183875084,0.0670001357793808,0.036916665732860565,0.7655049562454224,0.2522192895412445,0.0,0.1747201383113861,0.8252798318862915,25,0.1747201383113861
26,0,26,stable_normal,,0.021711885929107666,0.04730892926454544,0.05034584179520607,0.04732558876276016,0.0030202530324459076,0.9782881140708923,0.1975022554397583,0.0,0.23213161528110504,0.7678683996200562,26,0.23213161528110504
27,0,27,noise_sensitive_normal,,0.1771337389945984,0.03485998511314392,0.055638063699007034,0.04047179967164993,0.015166264027357101,0.8228662610054016,0.2369014471769333,0.0,0.21939925849437714,0.7806007266044617,27,0.21939925849437714
28,0,28,stable_normal,,0.05519494414329529,0.02965586632490158,0.027328142896294594,0.03908398002386093,0.011755837127566338,0.9448050260543823,0.2087547332048416,0.0,0.19552496075630188,0.8044750690460205,28,0.19552496075630188
29,0,29,stable_normal,,0.06313484907150269,0.02011745795607567,0.03600635379552841,0.012767786160111427,0.023238567635416985,0.9368651509284973,0.2126561552286148,0.0,0.16496685147285461,0.8350331783294678,29,0.16496685147285461
30,0,30,noise_sensitive_normal,,0.2469763159751892,0.030069073662161827,0.043208517134189606,0.05092877522110939,0.0077202580869197845,0.7530236840248108,0.2560829222202301,0.0,0.22342722117900848,0.7765727639198303,30,0.22342722117900848
31,0,31,stable_normal,,0.07906445860862732,0.027330391108989716,0.02920929342508316,0.033431556075811386,0.004222262650728226,0.9209355115890503,0.21479804813861847,0.0,0.20445354282855988,0.7955464720726013,31,0.20445354282855988
32,0,32,stable_normal,,0.04558849334716797,0.025918863713741302,0.020238250494003296,0.03654438629746437,0.016306135803461075,0.954411506652832,0.2073567658662796,0.0,0.2152128517627716,0.7847871780395508,32,0.2152128517627716
33,0,33,stable_normal,,0.0027078986167907715,0.039506036788225174,0.03297410160303116,0.04728591814637184,0.014311816543340683,0.9972921013832092,0.1949392706155777,0.0,0.22772125899791718,0.7722787261009216,33,0.22772125899791718
34,0,34,stable_normal,,0.05505460500717163,0.03434176743030548,0.015410597436130047,0.07104647159576416,0.05563587322831154,0.9449453949928284,0.20771630108356476,0.0,0.2133161574602127,0.7866838574409485,34,0.2133161574602127
35,0,35,stable_normal,,0.021238207817077637,0.02013356052339077,0.019834116101264954,0.021844161674380302,0.002010045573115349,0.9787617921829224,0.20306584239006042,0.0,0.1781410574913025,0.8218589425086975,35,0.1781410574913025
36,0,36,stable_normal,,0.008336782455444336,0.020254310220479965,0.01609855331480503,0.026469916105270386,0.010371362790465355,0.9916632175445557,0.20015422999858856,0.0,0.248585045337677,0.751414954662323,36,0.248585045337677
37,1,0,stable_normal,,0.018132776021957397,0.014399622566998005,0.012122882530093193,0.018921319395303726,0.006798436865210533,0.9818671941757202,0.20357646048069,0.0,0.21196039021015167,0.7880396246910095,37,0.21196039021015167
38,1,1,stable_normal,,0.033412277698516846,0.021913817152380943,0.012986646965146065,0.03900925815105438,0.026022611185908318,0.9665877223014832,0.20543915033340454,0.0,0.2038569450378418,0.7961430549621582,38,0.2038569450378418
39,1,2,noise_sensitive_normal,,0.1106497049331665,0.02102082595229149,0.027758227661252022,0.02457287162542343,0.0031853560358285904,0.8893502950668335,0.22371898591518402,0.0,0.14316189289093018,0.8568381071090698,39,0.14316189289093018
40,1,3,stable_normal,,0.08343863487243652,0.012199516408145428,0.018599897623062134,0.011254792101681232,0.007345105521380901,0.9165613651275635,0.21917936205863953,0.0,0.19238920509815216,0.807610809803009,40,0.19238920509815216
41,1,4,stable_normal,,0.06938153505325317,0.04594634473323822,0.06649205088615417,0.03483593836426735,0.031656112521886826,0.9306184649467468,0.20850704610347748,0.0,0.1564786285161972,0.8435213565826416,41,0.1564786285161972
42,1,5,pseudo_anomaly_risk,,0.28619951009750366,0.028724422678351402,0.019686240702867508,0.08515528589487076,0.06546904146671295,0.7138004899024963,0.2669484615325928,0.0,0.18106390535831451,0.8189361095428467,42,0.18106390535831451
43,1,6,stable_normal,,0.0023277699947357178,0.07410028576850891,0.07266978174448013,0.07603480666875839,0.0033650249242782593,0.9976722002029419,0.18788425624370575,0.0,0.17967084050178528,0.8203291893005371,43,0.17967084050178528
44,1,7,lesion_candidate_preserved,,0.002306222915649414,0.08469083160161972,0.07451074570417404,0.09694972634315491,0.022438980638980865,0.9976937770843506,0.1857840120792389,0.0,0.19119049608707428,0.8088095188140869,44,0.19119049608707428
45,1,8,noise_sensitive_normal,,0.3106262683868408,0.034829746931791306,0.04129481315612793,0.07599980384111404,0.034704990684986115,0.6893737316131592,0.27206677198410034,0.0,0.20892266929149628,0.7910773158073425,45,0.20892266929149628
46,1,9,noise_sensitive_normal,,0.3197304904460907,0.0377781018614769,0.04770651459693909,0.07744799554347992,0.029741480946540833,0.6802694797515869,0.2738158404827118,0.0,0.18266719579696655,0.8173328042030334,46,0.18266719579696655
47,1,10,stable_normal,,0.00031387805938720703,0.07259727269411087,0.07212778180837631,0.07311614602804184,0.0009883642196655273,0.9996861219406128,0.18775589764118195,0.0,0.12466725707054138,0.8753327131271362,47,0.12466725707054138
48,1,11,pseudo_anomaly_risk,,0.2250385284423828,0.025535237044095993,0.07806973904371262,0.011751598678529263,0.06631813943386078,0.7749614715576172,0.2514273226261139,0.0,0.17953169345855713,0.8204683065414429,48,0.17953169345855713
49,1,12,stable_normal,,0.014384031295776367,0.03855452314019203,0.04967980459332466,0.030197985470294952,0.01948181912302971,0.9856159687042236,0.1976952850818634,0.0,0.20982776582241058,0.7901722192764282,49,0.20982776582241058
50,1,13,stable_normal,,0.03366011381149292,0.020647907629609108,0.02404164709150791,0.02002476155757904,0.004016885533928871,0.9663398861885071,0.20576472580432892,0.0,0.1705169975757599,0.8294830322265625,50,0.1705169975757599
51,1,14,stable_normal,,0.004457533359527588,0.07571911811828613,0.06942486763000488,0.08362621068954468,0.014201343059539795,0.9955424666404724,0.1880142241716385,0.0,0.1362045705318451,0.8637953996658325,51,0.1362045705318451
52,1,15,pseudo_anomaly_risk,,0.18686261773109436,0.042409464716911316,0.026051035150885582,0.09529407322406769,0.06924303621053696,0.813137412071228,0.23756900429725647,0.0,0.2324226200580597,0.7675774097442627,52,0.2324226200580597
53,1,16,stable_normal,,0.004066586494445801,0.0748017206788063,0.07220829278230667,0.0782032161951065,0.005994923412799835,0.9959334135055542,0.1881137192249298,0.0,0.17851030826568604,0.821489691734314,53,0.17851030826568604
54,1,17,lesion_candidate_preserved,,0.00022464990615844727,0.09408232569694519,0.0877024456858635,0.10082819312810898,0.013125747442245483,0.9997753500938416,0.18350686132907867,0.0,0.19156305491924286,0.808436930179596,54,0.19156305491924286
55,1,18,stable_normal,,0.021965235471725464,0.0731833204627037,0.04865041375160217,0.10990210622549057,0.0612516924738884,0.9780347347259521,0.19226983189582825,0.0,0.20885547995567322,0.7911444902420044,55,0.20885547995567322
56,1,19,lesion_candidate_preserved,,0.01193779706954956,0.08230669796466827,0.06928975135087967,0.0996260941028595,0.030336342751979828,0.9880622029304504,0.1882917284965515,0.0,0.19375719130039215,0.806242823600769,56,0.19375719130039215
57,1,20,stable_normal,,0.0014194250106811523,0.0742340236902237,0.0694531723856926,0.07931174337863922,0.009858570992946625,0.9985805749893188,0.18766513466835022,0.0,0.2096017599105835,0.7903982400894165,57,0.2096017599105835
58,1,21,lesion_candidate_preserved,,0.025559186935424805,0.10872864723205566,0.10086030513048172,0.12410341203212738,0.02324310690164566,0.9744408130645752,0.18593688309192657,0.0,0.24360112845897675,0.7563988566398621,58,0.24360112845897675
59,1,22,stable_normal,,0.006709188222885132,0.06569619476795197,0.051112495362758636,0.08394016325473785,0.03282766789197922,0.9932907819747925,0.1904975026845932,0.0,0.21066556870937347,0.7893344163894653,59,0.21066556870937347
60,1,23,stable_normal,,0.0027043819427490234,0.08198516815900803,0.0856531411409378,0.07887113094329834,0.006782010197639465,0.997295618057251,0.1864016205072403,0.0,0.14168234169483185,0.8583176732063293,60,0.14168234169483185
61,1,24,stable_normal,,0.0029955506324768066,0.07960700988769531,0.07461632788181305,0.08531086146831512,0.010694533586502075,0.9970044493675232,0.18693333864212036,0.0,0.19782061874866486,0.8021793961524963,61,0.19782061874866486
62,1,25,lesion_candidate_preserved,,0.0018123388290405273,0.09104391187429428,0.08636391162872314,0.09641821682453156,0.01005430519580841,0.9981876611709595,0.1844322681427002,0.0,0.19676196575164795,0.803238034248352,62,0.19676196575164795
63,1,26,noise_sensitive_normal,,0.15710648894309998,0.03953050449490547,0.040470678359270096,0.05979305878281593,0.019322380423545837,0.8428934812545776,0.23082436621189117,0.0,0.1817127913236618,0.818287193775177,63,0.1817127913236618
64,1,27,pseudo_anomaly_risk,,0.1394813358783722,0.03984735906124115,0.022686051204800606,0.08317930996417999,0.060493260622024536,0.8605186939239502,0.2264314591884613,0.0,0.1718057245016098,0.828194260597229,64,0.1718057245016098
65,1,28,stable_normal,,0.0004203915596008301,0.07625773549079895,0.06910038739442825,0.08393190056085587,0.014831513166427612,0.9995796084403992,0.1870523989200592,0.0,0.18055510520935059,0.8194448947906494,65,0.18055510520935059
66,1,29,stable_normal,,0.00028580427169799805,0.07111823558807373,0.06760595738887787,0.07477177679538727,0.007165819406509399,0.999714195728302,0.18804389238357544,0.0,0.21891696751117706,0.7810830473899841,66,0.21891696751117706
67,1,30,stable_normal,,0.006751894950866699,0.06104079633951187,0.07590820640325546,0.04829598590731621,0.027612220495939255,0.9932481050491333,0.1914435178041458,0.0,0.18393540382385254,0.8160645961761475,67,0.18393540382385254
68,1,31,noise_sensitive_normal,,0.11688309907913208,0.031174687668681145,0.040909942239522934,0.035747528076171875,0.005162414163351059,0.8831169009208679,0.2229277789592743,0.0,0.1958782821893692,0.804121732711792,68,0.1958782821893692
69,1,32,stable_normal,,0.009218782186508179,0.01778274029493332,0.015702184289693832,0.021270569413900375,0.005568385124206543,0.9907811880111694,0.20086681842803955,0.0,0.21004462242126465,0.7899553775787354,69,0.21004462242126465
70,1,33,stable_normal,,0.001698613166809082,0.06755220144987106,0.05061632767319679,0.08895459771156311,0.03833827003836632,0.9983013868331909,0.1890549659729004,0.0,0.19134074449539185,0.8086592555046082,70,0.19134074449539185
71,1,34,noise_sensitive_normal,,0.11297619342803955,0.029358437284827232,0.03800281137228012,0.03263014927506447,0.0053726620972156525,0.8870238065719604,0.22239737212657928,0.0,0.19078032672405243,0.8092196583747864,71,0.19078032672405243
72,1,35,stable_normal,,0.017014145851135254,0.01776217855513096,0.022674838081002235,0.014985952526330948,0.0076888855546712875,0.9829858541488647,0.20261596143245697,0.0,0.19559450447559357,0.8044055104255676,72,0.19559450447559357
73,1,36,stable_normal,,0.014023363590240479,0.02911395952105522,0.020371321588754654,0.04196220263838768,0.021590881049633026,0.9859766364097595,0.19957278668880463,0.0,0.21375030279159546,0.7862496972084045,73,0.21375030279159546
74,2,0,stable_normal,,0.03460878133773804,0.021978488191962242,0.017627395689487457,0.03390055522322655,0.01627315953373909,0.965391218662262,0.2056969851255417,0.0,0.2152230143547058,0.7847769856452942,74,0.2152230143547058
75,2,1,stable_normal,,0.058296799659729004,0.027232635766267776,0.02855169028043747,0.03231669217348099,0.003765001893043518,0.941703200340271,0.20999090373516083,0.0,0.19955171644687653,0.8004482984542847,75,0.19955171644687653
76,2,2,noise_sensitive_normal,,0.15393495559692383,0.04322199895977974,0.04177802428603172,0.06678672134876251,0.02500869706273079,0.8460650444030762,0.22919213771820068,0.0,0.19220446050167084,0.807795524597168,76,0.19220446050167084
77,2,3,stable_normal,,0.009188055992126465,0.06388973444700241,0.05607633665204048,0.07365402579307556,0.01757768914103508,0.9908119440078735,0.19139325618743896,0.0,0.20124009251594543,0.798759937286377,77,0.20124009251594543
78,2,4,stable_normal,,0.004633218050003052,0.04131725803017616,0.034590497612953186,0.04943528398871422,0.014844786375761032,0.9953668117523193,0.19498901069164276,0.0,0.17715585231781006,0.8228441476821899,78,0.17715585231781006
79,2,5,stable_normal,,0.04114675521850586,0.01397149357944727,0.012255657464265823,0.01926315948367119,0.007007502019405365,0.9588532447814941,0.2089039832353592,0.0,0.1671173870563507,0.8328826427459717,79,0.1671173870563507
80,2,6,stable_normal,,0.003033071756362915,0.06024376302957535,0.04666922613978386,0.07710284739732742,0.030433621257543564,0.9969669580459595,0.19080492854118347,0.0,0.16522274911403656,0.8347772359848022,80,0.16522274911403656
81,2,7,pseudo_anomaly_risk,,0.13954001665115356,0.026164669543504715,0.009383992291986942,0.07146500051021576,0.06208100914955139,0.8604599833488464,0.22958268225193024,0.0,0.14504916965961456,0.8549508452415466,81,0.14504916965961456
82,2,8,stable_normal,,0.0008693039417266846,0.06778843700885773,0.05832993984222412,0.07838596403598785,0.020056024193763733,0.9991307258605957,0.18883119523525238,0.0,0.1880289912223816,0.8119710087776184,82,0.1880289912223816
83,2,9,stable_normal,,0.0004489421844482422,0.07031130790710449,0.062280502170324326,0.07916374504566193,0.0168832428753376,0.9995510578155518,0.18823908269405365,0.0,0.15193669497966766,0.8480632901191711,83,0.15193669497966766
84,2,10,stable_normal,,0.0006320178508758545,0.07004856318235397,0.06188132241368294,0.07891111820936203,0.017029795795679092,0.9993679523468018,0.1883302628993988,0.0,0.16541658341884613,0.8345834016799927,84,0.16541658341884613
85,2,11,stable_normal,,0.02660509943962097,0.012367762625217438,0.013784296810626984,0.012165390886366367,0.0016189059242606163,0.9733948707580566,0.20592476427555084,0.0,0.23790106177330017,0.7620989084243774,85,0.23790106177330017
86,2,12,stable_normal,,0.03277099132537842,0.02385285124182701,0.038198258727788925,0.01497836783528328,0.023219890892505646,0.9672290086746216,0.204881951212883,0.0,0.18933789432048798,0.8106620907783508,86,0.18933789432048798
87,2,13,stable_normal,,0.030039966106414795,0.02590700425207615,0.04846474155783653,0.011365245096385479,0.03709949553012848,0.9699600338935852,0.20382973551750183,0.0,0.22729076445102692,0.7727092504501343,87,0.22729076445102692
88,2,14,stable_normal,,0.0014693737030029297,0.06346158683300018,0.05277697741985321,0.07553976029157639,0.022762782871723175,0.9985306262969971,0.1898241937160492,0.0,0.2128150910139084,0.7871848940849304,88,0.2128150910139084
89,2,15,stable_normal,,0.0017662346363067627,0.054322801530361176,0.06387470662593842,0.04595589637756348,0.01791881024837494,0.9982337951660156,0.1917254775762558,0.0,0.20469577610492706,0.7953042387962341,89,0.20469577610492706
90,2,16,stable_normal,,0.0004915893077850342,0.07299590855836868,0.0695376992225647,0.07659323513507843,0.007055535912513733,0.9995083808898926,0.1877143830060959,0.0,0.18229205906391144,0.8177079558372498,90,0.18229205906391144
91,2,17,lesion_candidate_preserved,,0.009111344814300537,0.08485022932291031,0.08348923921585083,0.0880412831902504,0.004552043974399567,0.9908886551856995,0.18718744814395905,0.0,0.1736440658569336,0.8263559341430664,91,0.1736440658569336
92,2,18,stable_normal,,0.0010680556297302246,0.07635924220085144,0.07921669632196426,0.0737885907292366,0.005428105592727661,0.9989319443702698,0.18716919422149658,0.0,0.15055669844150543,0.8494433164596558,92,0.15055669844150543
93,2,19,stable_normal,,0.0025067925453186035,0.07056169211864471,0.05886513367295265,0.08416998386383057,0.025304850190877914,0.9974932074546814,0.18862660229206085,0.0,0.17203666269779205,0.8279633522033691,93,0.17203666269779205
94,2,20,pseudo_anomaly_risk,,0.11744701862335205,0.028652509674429893,0.010308830067515373,0.07480310648679733,0.06449427455663681,0.882552981376648,0.22363342344760895,0.0,0.14287729561328888,0.8571227192878723,94,0.14287729561328888
95,2,21,stable_normal,,0.0021290183067321777,0.07393424212932587,0.06091664358973503,0.08844267576932907,0.02752603217959404,0.9978709816932678,0.18787510693073273,0.0,0.1439495086669922,0.8560504913330078,95,0.1439495086669922
96,2,22,stable_normal,,0.0030043721199035645,0.06686227768659592,0.056029949337244034,0.07954320311546326,0.023513253778219223,0.9969956278800964,0.18947136402130127,0.0,0.19861175119876862,0.8013882637023926,96,0.19861175119876862
97,2,23,stable_normal,,0.004766702651977539,0.0728427842259407,0.08093447983264923,0.06596431881189346,0.014970161020755768,0.9952332973480225,0.1886526197195053,0.0,0.17014381289482117,0.8298561573028564,97,0.17014381289482117
98,2,24,stable_normal,,0.00060310959815979,0.07962430268526077,0.07060632854700089,0.08927591145038605,0.018669582903385162,0.9993969202041626,0.18642501533031464,0.0,0.193002849817276,0.8069971799850464,98,0.193002849817276
99,2,25,stable_normal,,0.00034618377685546875,0.06657075881958008,0.06360994279384613,0.06961745023727417,0.0060075074434280396,0.9996538162231445,0.18896277248859406,0.0,0.16035087406635284,0.8396491408348083,99,0.16035087406635284
100,2,26,stable_normal,,0.0007048845291137695,0.06910259276628494,0.059850938618183136,0.07950364798307419,0.019652709364891052,0.9992951154708862,0.18853415548801422,0.0,0.13989229500293732,0.8601077198982239,100,0.13989229500293732
101,2,27,stable_normal,,0.007176041603088379,0.04820925369858742,0.041617196053266525,0.05589219182729721,0.014274995774030685,0.9928239583969116,0.1941361278295517,0.0,0.31151461601257324,0.6884853839874268,101,0.31151461601257324
102,2,28,pseudo_anomaly_risk,,0.4654272794723511,0.04203598573803902,0.035026915371418,0.07653747498989105,0.04151055961847305,0.5345727205276489,0.3146671652793884,0.0,0.24818377196788788,0.7518162131309509,102,0.24818377196788788
103,2,29,stable_normal,,0.024721652269363403,0.047658614814281464,0.038793694227933884,0.059116292744874954,0.02032259851694107,0.975278377532959,0.19809375703334808,0.0,0.3068166971206665,0.6931833028793335,103,0.3068166971206665
104,2,30,stable_normal,,0.0004038810729980469,0.06940601766109467,0.06282895803451538,0.07648174464702606,0.013652786612510681,0.999596118927002,0.1884097456932068,0.0,0.18191422522068024,0.818085789680481,104,0.18191422522068024
105,2,31,stable_normal,,0.014696896076202393,0.06932622194290161,0.07818140089511871,0.06318396329879761,0.014997437596321106,0.9853031039237976,0.19148238003253937,0.0,0.2088940590620041,0.7911059260368347,105,0.2088940590620041
106,2,32,lesion_candidate_preserved,,0.00041681528091430664,0.08793630450963974,0.07788334786891937,0.09908807277679443,0.02120472490787506,0.9995831847190857,0.1847495436668396,0.0,0.210029736161232,0.7899702787399292,106,0.210029736161232
107,2,33,stable_normal,,0.003237903118133545,0.06269791722297668,0.07246249169111252,0.05407554656267166,0.018386945128440857,0.9967620968818665,0.19035574793815613,0.0,0.17542783915996552,0.8245721459388733,107,0.17542783915996552
108,2,34,stable_normal,,7.078051567077637e-05,0.07425584644079208,0.07108491659164429,0.07756295055150986,0.00647803395986557,0.9999291896820068,0.18737520277500153,0.0,0.21045233309268951,0.7895476818084717,108,0.21045233309268951
109,2,35,stable_normal,,0.09209799766540527,0.03526978939771652,0.06044728681445122,0.020462829619646072,0.039984457194805145,0.9079020023345947,0.21611221134662628,0.0,0.2045283317565918,0.7954716682434082,109,0.2045283317565918
110,2,36,stable_normal,,0.043376266956329346,0.029803942888975143,0.03951737657189369,0.02543831057846546,0.01407906599342823,0.9566237330436707,0.20602285861968994,0.0,0.191640704870224,0.8083592653274536,110,0.191640704870224
111,3,0,stable_normal,,0.059607893228530884,0.03237183392047882,0.02432420291006565,0.04689536243677139,0.022571159526705742,0.9403921365737915,0.20918387174606323,0.0,0.22200676798820496,0.7779932022094727,111,0.22200676798820496
112,3,1,stable_normal,,0.011122405529022217,0.037798378616571426,0.03135433420538902,0.04586020112037659,0.014505866914987564,0.9888775944709778,0.19713307917118073,0.0,0.21426866948604584,0.785731315612793,112,0.21426866948604584
113,3,2,stable_normal,,0.00011372566223144531,0.07038842141628265,0.0686892494559288,0.07213934510946274,0.0034500956535339355,0.9998862743377686,0.18815256655216217,0.0,0.18556609749794006,0.8144339323043823,113,0.18556609749794006
114,3,3,stable_normal,,0.015284240245819092,0.009412807412445545,0.007928125560283661,0.011888709850609303,0.003960584290325642,0.9847157597541809,0.2039879560470581,0.0,0.2026962786912918,0.7973037362098694,114,0.2026962786912918
115,3,4,stable_normal,,0.03959900140762329,0.012766879051923752,0.008473760448396206,0.02111244574189186,0.012638685293495655,0.9604009985923767,0.2088077813386917,0.0,0.22565163671970367,0.7743483781814575,115,0.22565163671970367
116,3,5,pseudo_anomaly_risk,,0.22443217039108276,0.022472482174634933,0.006886652670800686,0.07736676931381226,0.070480115711689,0.7755678296089172,0.2520199716091156,0.0,0.2068963497877121,0.7931036353111267,116,0.2068963497877121
117,3,6,stable_normal,,0.005594193935394287,0.05550035461783409,0.07342610508203506,0.04131971299648285,0.032106392085552216,0.9944058060646057,0.19231297075748444,0.0,0.21545973420143127,0.7845402956008911,117,0.21545973420143127
118,3,7,stable_normal,,0.0033929944038391113,0.059957247227430344,0.041823722422122955,0.08336877077817917,0.04154504835605621,0.9966070055961609,0.19093981385231018,0.0,0.14465221762657166,0.855347752571106,118,0.14465221762657166
119,3,8,stable_normal,,0.001024782657623291,0.06388004869222641,0.05448046699166298,0.07446546107530594,0.01998499408364296,0.9989752173423767,0.18964539468288422,0.0,0.18599385023117065,0.8140061497688293,119,0.18599385023117065
120,3,9,stable_normal,,0.0010703504085540771,0.06761902570724487,0.05865960568189621,0.07748862355947495,0.018829017877578735,0.9989296197891235,0.18890780210494995,0.0,0.17331889271736145,0.8266811370849609,120,0.17331889271736145
121,3,10,stable_normal,,0.07187420129776001,0.030144302174448967,0.06363116204738617,0.013069075532257557,0.05056208744645119,0.92812579870224,0.2125033289194107,0.0,0.186692014336586,0.8133080005645752,121,0.186692014336586
122,3,11,stable_normal,,0.005699574947357178,0.06061602756381035,0.043581634759902954,0.08222342282533646,0.0386417880654335,0.9943004250526428,0.1913028061389923,0.0,0.15657003223896027,0.8434299826622009,122,0.15657003223896027
123,3,12,stable_normal,,0.028349757194519043,0.020094741135835648,0.018445337191224098,0.024033870548009872,0.005588533356785774,0.971650242805481,0.20467838644981384,0.0,0.16893374919891357,0.8310662508010864,123,0.16893374919891357
